Customer Data,,,,,,,,,,,
Customer Key,WWI Customer ID,Customer,Bill To Customer,Category,Buying Group,Primary Contact,Postal Code, Credit Limit ,Valid From,Valid To,Lineage Key
262,461,"Wingtip Toys (Vair, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ganesh Mukherjee,90707," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
263,462,"Wingtip Toys (Crossroads, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Avanti Nishad,90068," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
264,463,"Wingtip Toys (Cowlington, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Daedeepya Thota,90524," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
265,464,"Wingtip Toys (Glen Ullin, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gabriela Chirila,90380," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
266,465,"Wingtip Toys (Oologah, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nagur Atluri,90439," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
267,466,"Wingtip Toys (Lytle, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sintja Buecek,90706," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
268,467,"Wingtip Toys (Mahaffey, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pongrit Srisati,90361," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
269,468,"Wingtip Toys (Sunburg, MN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Linda Green,90477," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
270,469,"Wingtip Toys (Johnetta, KY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sarmis Skujins,90699," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
271,470,"Wingtip Toys (Universal City, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Libuse Srbova,90500," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
272,471,"Wingtip Toys (Ridgemark, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Viktorie Stejskalova,90667," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
273,472,"Wingtip Toys (San Jacinto, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Slavko Pavlovic,90017," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
274,473,"Wingtip Toys (Floriston, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Doru Munteanu,90298," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
275,474,"Wingtip Toys (Bokeelia, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Aile Aasmae,90757," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
276,475,"Wingtip Toys (Cale, AR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ava Edden,90643," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
277,476,"Wingtip Toys (Karthaus, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Manali Bose,90362," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
278,477,"Wingtip Toys (Glancy, MS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Astrid Poisson,90294," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
279,478,"Wingtip Toys (Stoneboro, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gi-Suk Heo,90542," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
280,479,"Wingtip Toys (Mier, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Irma Kruze,90474," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
281,480,"Wingtip Toys (Wapinitia, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dhaeraemdranaadh Pamulaparthi,90173," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
282,481,"Wingtip Toys (White Church, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Agrita Kalnina,90184," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
283,482,"Wingtip Toys (Caton, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ravindra Sandhu,90250," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
284,483,"Wingtip Toys (Plum Branch, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Klara Rakus,90631," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
285,484,"Wingtip Toys (Mauldin, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Am Lo,90243," ? 52,540.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
286,485,"Wingtip Toys (Bonner Springs, KS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sophie Van Lier,90715," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
287,486,"Wingtip Toys (Lowellville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dimitry Profis,90737," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
288,487,"Wingtip Toys (Elverson, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jan Zeman,90147," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
289,488,"Wingtip Toys (Isabela, PR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ranjit Dikshit,90320," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
290,489,"Wingtip Toys (Sayner, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Varuna Ganguly,90541," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
291,490,"Wingtip Toys (Beals, ME)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Basak Tekin,90772," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
292,491,"Wingtip Toys (Morton Grove, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Doru Tirlea,90336," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
293,492,"Wingtip Toys (Birds, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jessica Perrine,90393," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
294,493,"Wingtip Toys (Federalsburg, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Yavuz Cetinkaya,90373," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
295,494,"Wingtip Toys (Pikeview, CO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sirirat Kongpaisarn,90478," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
296,495,"Wingtip Toys (Boalsburg, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Claude Bonsaint,90247," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
297,496,"Wingtip Toys (Port Hueneme, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Roman Pajer,90726," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
298,497,"Wingtip Toys (Verdery, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vitezslav Holy,90108," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
299,498,"Wingtip Toys (Obetz, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Devi Dewangan,90143," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
300,499,"Wingtip Toys (East Fultonham, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Masa Buecek,90032," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
301,500,"Wingtip Toys (Obion, TN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bipin Modi,90451," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
302,501,"Wingtip Toys (Cavendish, VT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Rahul Sarma,90672," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
303,502,"Wingtip Toys (Miesville, MN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Alejandro Escobar,90728," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
304,503,"Wingtip Toys (Valhalla, NC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Andris Vitols,90310," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
305,504,"Wingtip Toys (Cape Neddick, ME)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mariela Weitzer,90296," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
306,505,"Wingtip Toys (Silver Plume, CO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Alain Pelland,90797," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
307,506,"Wingtip Toys (North Beach Haven, NJ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Milica Stojkovic,90311," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
308,507,"Wingtip Toys (Downingtown, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Natalie Horackova,90133," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
309,508,"Wingtip Toys (Branson West, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Baalaaditya Rallapalli,90016," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
310,509,"Wingtip Toys (Bergen Park, CO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Matej Formanek,90278," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
311,510,"Wingtip Toys (Grabill, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Manish Ghosh,90032," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
312,511,"Wingtip Toys (North Manitou, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pracha Nantakarn,90251," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
313,512,"Wingtip Toys (Philip, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Charline Flamand,90438," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
314,513,"Wingtip Toys (Straughn, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Teodor Vlad,90771," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
315,514,"Wingtip Toys (Gilford, NH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Anda Liepa,90418," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
316,515,"Wingtip Toys (Del Valle, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jelena Utjesenovic,90612," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
317,516,"Wingtip Toys (Harkers Island, NC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Adriana Horackova,90175," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
318,517,"Wingtip Toys (Licking, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Miika Putkonen,90280," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
319,518,"Wingtip Toys (Raton, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Padma Iyer,90687," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
320,519,"Wingtip Toys (Boynton, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Åšani Sen,90760," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
321,520,"Wingtip Toys (Frenchburg, KY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Helene Dupuy,90218," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
322,521,"Wingtip Toys (Robertsdale, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,omer ozbek,90580," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
323,522,"Wingtip Toys (Dickerson, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Akshayakeerti Jandhyala,90783," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
324,523,"Wingtip Toys (Bruceton Mills, WV)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ankolika Sen,90269," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
325,524,"Wingtip Toys (Cloquet, MN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Baalaamani Veturi,90639," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
326,525,"Wingtip Toys (Claycomo, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Julia Konecna,90501," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
327,526,"Wingtip Toys (Beekmantown, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Madelaine  Paulet,90800," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
328,527,"Wingtip Toys (Islip Terrace, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mario Jogi,90778," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
329,528,"Wingtip Toys (Rich Creek, VA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Kaya ozbek,90588," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
330,529,"Wingtip Toys (Griswoldville, GA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Seo-yeon Rim,90110," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
331,530,"Wingtip Toys (East Mountain, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sitara Benjaree,90353," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
332,531,"Wingtip Toys (Omer, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Javier Caraballo,90228," ? 25,120.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
333,532,"Wingtip Toys (Waycross, GA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Akhtar Shahrestaani,90743," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
334,533,"Wingtip Toys (Nichols Hills, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vanita Bhowmick,90128," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
335,534,"Wingtip Toys (Plaquemine, LA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nishant Menon,90520," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
336,535,"Wingtip Toys (Triadelphia, WV)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Josef Benda,90747," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
337,536,"Wingtip Toys (Ferney, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Teresa Bender,90461," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
338,537,"Wingtip Toys (Akhiok, AK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Deepesh Bose,90197," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
339,538,"Wingtip Toys (Deeson, MS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Madhavi Gupta,90338," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
340,539,"Wingtip Toys (Nuangola, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bich Banh,90156," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
341,540,"Wingtip Toys (Weld, ME)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Åšani Nair,90031," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
342,541,"Wingtip Toys (Mickleton, NJ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Angelina Gormanston,90751," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
343,542,"Wingtip Toys (Schererville, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Prasert Supitayaporn,90457," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
344,543,"Wingtip Toys (Lexington Heights, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Abhaya Rambhatla,90067," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
345,544,"Wingtip Toys (Broomtown, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Lalit Ogra,90717," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
346,545,"Wingtip Toys (Jamison, IA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mina Bagheri,90010," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
347,546,"Wingtip Toys (Key Biscayne, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Debraj Sanyal,90085," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
348,547,"Wingtip Toys (Chaseley, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Marco Costa,90066," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
349,548,"Wingtip Toys (Indian Creek, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Crina Nechita,90610," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
350,549,"Wingtip Toys (Lake Ronkonkoma, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Zala Ibrahimagic,90437," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
351,550,"Wingtip Toys (Morrison Bluff, AR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gundega Kundzina,90682," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
352,551,"Wingtip Toys (Huntingburg, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Parveen Haldar,90434," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
353,552,"Wingtip Toys (Shay, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Noel Cartier,90759," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
354,553,"Wingtip Toys (Helotes, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ilgonis Dzenis,90119," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
355,554,"Wingtip Toys (Hollandsburg, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ondrej Tomek,90683," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
356,555,"Wingtip Toys (Liberty Grove, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mohini Kaul,90204," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
357,556,"Wingtip Toys (Morita, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Arnab Malakar,90222," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
358,557,"Wingtip Toys (New Laguna, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mary Barney,90761," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
359,558,"Wingtip Toys (Bourneville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dhaeraemdranaadh Allu,90164," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
360,559,"Wingtip Toys (Mendoza, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Paola Greece,90420," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
361,560,"Wingtip Toys (Palmas del Mar, PR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Flora Olofsson,90167," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
362,561,"Wingtip Toys (Marion Junction, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nguyet Bach,90078," ? 500,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
363,562,"Wingtip Toys (Ware Shoals, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jyoti Karnik,90181," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
364,563,"Wingtip Toys (Lostine, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Samuel Almaraz,90287," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
365,564,"Wingtip Toys (Tilleda, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Zuzana Kuchtova,90240," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
366,565,"Wingtip Toys (Wapiti, WY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mark Ruutel,90344," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
367,566,"Wingtip Toys (Amado, AZ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Corneliu Vladu,90107," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
368,567,"Wingtip Toys (Jeromesville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Severins Polis,90184," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
369,568,"Wingtip Toys (Ovilla, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Linda Ledezma,90683," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
370,569,"Wingtip Toys (West Frostproof, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Halit Gunes,90126," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
371,570,"Wingtip Toys (Flomaton, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vallo Vesik,90134," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
372,571,"Wingtip Toys (Pawlet, VT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dana Mrazova,90472," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
373,572,"Wingtip Toys (Trout Run, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ema Slosar,90257," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
374,573,"Wingtip Toys (Marin City, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Hemchandra Debnath,90449," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
375,574,"Wingtip Toys (Molalla, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Monika Valentova,90761," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
376,575,"Wingtip Toys (Trumansburg, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dattaatraeya Tottempudi,90482," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
377,576,"Wingtip Toys (Goodings Grove, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Kahkushan Shakiba,90512," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
378,577,"Wingtip Toys (Cherryplain, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Taner YÄ±lmaz,90779," ? 20,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
379,578,"Wingtip Toys (Bell Acres, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Abhra Thakur,90526," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
380,579,"Wingtip Toys (Connoquenessing, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dunja Radoncis,90775," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
381,580,"Wingtip Toys (Sarversville, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Darakhshan Javaherian,90201," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
382,581,"Wingtip Toys (Munich, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Youssef Eriksson,90334," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
383,582,"Wingtip Toys (Montoya, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pavel Bohuslav,90683," ? 5,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
384,583,"Wingtip Toys (Knights Landing, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jiri Vacha,90400," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
385,584,"Wingtip Toys (Cache, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Magdalena Cervenkova,90770," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
386,585,"Wingtip Toys (Towaco, NJ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Asha Mudigonda,90406," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
387,586,"Wingtip Toys (Lynne, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Anete Kundzina,90009," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
388,587,"Wingtip Toys (Plata, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Daniela Sal,90374," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
389,588,"Wingtip Toys (Oak Point, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Duangrat Atitarn,90380," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
390,589,"Wingtip Toys (Alcester, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Deviprasad PrabhupÄda,90797," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
391,590,"Wingtip Toys (McAdenville, NC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Aija Lukstina,90644," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
392,591,"Wingtip Toys (Idaho City, ID)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Hoc Le,90426," ? 100,000.000000 ",00:00.0,###############################################################################################################################################################################################################################################################,2
